,song_name,artist,location_at_chart,year_of_billboard,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,tracks_popularity,entered_biilboard,release_year
1151,The Adults Are Talking,The Strokes,,,5ruzrDWcT0vuJIOMW7gMnW,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4,79,,2020.0
1152,"One Mic, One Gun",Nas,,,7CpXFEjLntpr4GdOhTtFEv,0.756,0.916,1,-2.692,1,0.207,0.0351,0.0,0.241,0.458,149.961,169693,4,76,,2022.0
1153,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,,,5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353,4,82,,2021.0
1154,Christmas Without You,Ava Max,,,1QLZKzC2pjP4ySf4ALrNhm,0.654,0.596,1,-4.68,1,0.0458,0.424,0.0,0.11,0.382,118.078,169245,4,81,,2020.0
1155,You're a Fucking Bitch Hope You Know That Shit,Atlus,,,06q3sUgkq2k7uhdsi1fczX,0.79,0.66,1,-5.677,0,0.248,0.399,0.0,0.104,0.652,143.904,163156,4,74,,2021.0
1156,Kiss Me More (feat. SZA),Doja Cat,,,748mdHapucXQri7IAO8yFK,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4,82,,2021.0
1157,Talk,Yeat,,,0ypjMI7vHiDP4sLB1C0Qna,0.698,0.763,4,-4.718,0,0.229,0.0845,0.0,0.54,0.256,139.998,174857,4,75,,2022.0
1158,ROCKSTAR (feat. Roddy Ricch),DaBaby,,,7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,181733,4,80,,2020.0
1159,Family Line,Conan Gray,,,0iNZGC211wst3VjtobNnC5,0.326,0.397,6,-8.145,1,0.0461,0.619,0.0,0.0979,0.276,153.713,216095,3,80,,2022.0
1160,6000 Degrees (AH HA),$hyfromdatre,,,5no1uAP51SFQzZqITUxsfG,0.918,0.517,2,-7.085,1,0.156,0.0365,0.0,0.0998,0.158,131.983,102873,4,75,,2022.0
1161,The Way I Loved You (Taylor’s Version),Taylor Swift,,,22bPsP2jCgbLUvh82U0Z3M,0.402,0.732,5,-4.665,1,0.0484,0.0033,0.0,0.108,0.472,161.032,243137,4,81,,2021.0
1162,Mr. Right Now (feat. Drake),21 Savage,,,4Q34FP1AT7GEl9oLgNtiWj,0.647,0.667,5,-5.563,1,0.304,0.231,0.0,0.133,0.704,172.08,193839,4,75,,2020.0
1163,You Didn’t,Brett Young,,,5Jwcv2Le3Klwgrgyqa12ZA,0.623,0.466,11,-7.6,1,0.0265,0.0421,1.45e-06,0.0996,0.272,81.98,225813,3,74,,2021.0
1164,Can I Call You Tonight?,Dayglow,,,61OJxhoY3Ix50rYVKo8zRK,0.641,0.842,9,-7.27,1,0.0292,0.134,0.911,0.419,0.499,129.978,278769,4,80,,2019.0
1165,NOSTYLIST,Destroy Lonely,,,42tD9J0KCPFSc1d2hFTvAf,0.567,0.773,11,-5.166,0,0.0775,0.0396,0.0,0.111,0.496,160.08,180000,4,76,,2022.0
1166,Pointless,Lewis Capaldi,,,4JBiO7wRnE6ueszEUpo347,0.325,0.59,4,-3.943,1,0.0495,0.0686,0.0,0.104,0.278,180.449,235752,3,84,,2022.0
1167,Prom Night,Riovaz,,,7KhJdiu4zbPlhlImRLIyDl,0.813,0.608,7,-9.918,1,0.169,0.355,8.56e-06,0.0963,0.0512,149.251,145899,4,75,,2020.0
1168,Heat Waves,Glass Animals,,,6CDzDgIUqeDY5g8ujExx2f,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4,84,,2020.0
1169,November Air,Zach Bryan,,,0u9NVrPqUINrHIFCuPOnYm,0.429,0.197,3,-9.798,1,0.032,0.774,3.02e-06,0.146,0.197,128.49,243709,4,73,,2020.0
1170,AMG,Natanael Cano,,,1lRtH4FszTrwwlK5gTSbXO,0.772,0.73,11,-6.657,0,0.0972,0.152,0.000107,0.274,0.786,136.175,174943,3,87,,2022.0
1171,Stay With Me,1nonly,,,2WYs5LxOZfEyURXu7V0O1a,0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,126.677,141505,5,80,,2020.0
1172,El Apagón,Bad Bunny,,,0UvZcEfpzVyx47QsRbjyBz,0.629,0.698,8,-4.485,1,0.308,0.0509,0.00166,0.0909,0.599,117.765,201816,4,81,,2022.0
1173,Te Felicito,Shakira,,,2rurDawMfoKP4uHyb2kJBt,0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,172235,4,89,,2022.0
1174,THE LONELIEST,Måneskin,,,1Ame8XTX6QHY0l0ahqUhgv,0.519,0.595,2,-5.001,1,0.0283,0.00151,0.0,0.0762,0.237,129.786,247067,4,88,,2022.0
1175,lost souls (with Brent Faiyaz),Baby Keem,,,02rdXe0KhMe8p6ZHzYtuw0,0.649,0.347,1,-7.67,0,0.404,0.485,3.24e-05,0.154,0.176,169.994,269728,4,77,,2021.0
1176,exile (feat. Bon Iver),Taylor Swift,,,4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,4,80,,2020.0
1177,BUCKHEAD,$uicideboy$,,,5dol1hrERJOReznLRJ2VVQ,0.759,0.833,11,-5.01,1,0.0779,0.00026,0.0573,0.178,0.522,140.026,183919,4,74,,2022.0
1178,Would That I,Hozier,,,37zuIvk4KBkAxxLJsxJaHq,0.521,0.526,5,-6.032,1,0.0281,0.243,0.00537,0.108,0.502,130.694,268293,4,73,,2019.0
1179,911 - En Vivo,Fuerza Regida,,,1O0IFR3MYqgQbziKTCf0X4,0.641,0.517,0,-5.472,1,0.0673,0.528,0.0,0.136,0.642,127.902,175424,4,80,,2022.0
1180,Drunk (And I Don't Wanna Go Home),Elle King,,,0QULNNd9z5s35entfiiXoa,0.612,0.884,5,-4.4,1,0.0459,0.00516,0.0,0.0997,0.626,119.991,245626,4,74,,2021.0
1181,Talk that Talk,TWICE,,,0RDqNCRBGrSegk16Avfzuq,0.772,0.907,3,-2.438,0,0.124,0.136,0.0,0.334,0.783,119.973,177467,4,83,,2022.0
1182,Riot,XXXTENTACION,,,4aOOExMBUyxKnEYb39SrTg,0.509,0.542,3,-8.027,0,0.442,0.019,0.00639,0.23,0.151,97.767,78681,4,77,,2020.0
1183,Already Dead,Juice WRLD,,,1hB3M3POeKMLxcEFEvPeqU,0.744,0.495,1,-6.311,1,0.0634,0.0216,0.0,0.111,0.128,83.51,231221,4,76,,2022.0
1184,Stay High,Juice WRLD,,,21CkzgKCBCq5V4XKjiGSIj,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,168685,4,76,,2020.0
1185,Flex (feat. Juice WRLD),Polo G,,,2QqJTIlGKRLJC3onkavYEz,0.752,0.673,10,-5.792,0,0.153,0.0538,0.0,0.133,0.35,164.009,163902,4,75,,2020.0
1186,Champagne Poetry,Drake,,,2HSmyk2qMN8WQjuGhaQgCk,0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,86.743,336511,4,77,,2021.0
1187,Andamos Mejor,Los Gemelos De Sinaloa,,,3K56RPWS4q200IwHiIZcUD,0.855,0.59,9,-8.55,1,0.0751,0.28,0.0982,0.149,0.283,110.016,137184,4,80,,2022.0
1188,2 Be Loved (Am I Ready),Lizzo,,,2rmwqU7yzTvzkiaRV53DpT,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,187108,4,82,,2022.0
1189,From Austin,Zach Bryan,,,6k07Z7rd9og1FvRJD2n9E8,0.5,0.485,0,-7.94,1,0.0422,0.633,1.26e-06,0.107,0.379,109.755,207453,4,73,,2022.0
1190,My Mind & Me,Selena Gomez,,,0XER3HPMx223xWaAgNKp4Y,0.6,0.389,9,-5.727,1,0.0337,0.566,0.0,0.0826,0.244,143.577,147597,4,82,,2022.0
1191,Every Night Every Morning,Maddie & Tae,,,4qbibbQ1yK0rPl0JUJS0bz,0.618,0.75,7,-4.608,1,0.0287,0.00799,0.0,0.141,0.619,123.885,196890,4,74,,2022.0
1192,Until I Found You,Stephen Sanchez,,,6VhuP99TE6gYNQRJIlAWFD,0.346,0.5,10,-6.097,1,0.0388,0.757,0.0,0.189,0.191,202.466,176667,3,83,,2022.0
1193,Me or Sum (feat. Future & Lil Baby),Nardo Wick,,,2HHLfzE7PkljuqyYU4vwmh,0.534,0.573,1,-6.757,1,0.414,0.00926,0.0,0.136,0.373,160.333,225533,4,73,,2021.0
1194,Hey Mor,Ozuna,,,6Rpbzk2LC8xWZI93RyodAq,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,196600,4,88,,2022.0
1195,Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,,,6MF4tRr5lU8qok8IKaFOBE,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,202040,4,74,,2019.0
1196,ceilings,Lizzy McAlpine,,,2L9N0zZnd37dwF0clgxMGI,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,182888,3,78,,2022.0
1197,Cloud 9,Beach Bunny,,,6vFsBXYczYsP0H3lgunZOm,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351,4,79,,2020.0
1198,Devil Doesn’t Bargain,Alec Benjamin,,,1zu2GKHPJIsUu80SUJX4H4,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,163613,4,79,,2022.0
1199,That's What Tequila Does,Jason Aldean,,,6kCFt2ATuMIE5H9zVEJXei,0.522,0.801,5,-5.424,1,0.1,0.224,0.0,0.301,0.491,155.928,189307,3,73,,2021.0
1200,Northern Attitude,Noah Kahan,,,4O2rRsoSPb5aN7N3tG6Y3v,0.512,0.636,3,-8.087,1,0.0469,0.113,3.8e-05,0.104,0.312,121.431,267256,4,74,,2022.0
1201,Un Verano Sin Ti,Bad Bunny,,,18HOjcvTVV7W8YzBuOsAPS,0.503,0.496,5,-9.123,0,0.0556,0.693,0.0,0.123,0.412,187.844,148143,4,83,,2022.0
1202,Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,,,4eNOLmx8r2IJAVKvBBL1jv,0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0,144349,4,76,,2021.0
1203,Soul,Lee Brice,,,3vCUelLOtiuNF78p9LNWZF,0.789,0.642,11,-8.304,1,0.0352,0.357,0.0,0.0985,0.755,121.003,167680,4,74,,2020.0
1204,People Watching,Conan Gray,,,3TFoEJe5zNuHZStRboWPxg,0.53,0.592,5,-7.281,1,0.0534,0.381,0.0,0.294,0.544,125.721,158537,4,79,,2022.0
1205,PTSD,G Herbo,,,1C8ux1YWLMHCenYJFiIV4Z,0.883,0.808,1,-3.158,0,0.182,0.0313,0.0,0.207,0.806,119.01,232065,4,74,,2020.0
1206,Munch (Feelin’ U),Ice Spice,,,1jOgJN75btuUONIdf57vHz,0.811,0.528,11,-7.278,0,0.275,0.291,0.0,0.0787,0.635,166.084,104819,4,77,,2022.0
1207,Love & War,Kodak Black,,,293mQGfVwgXIOdA1GpiwAt,0.762,0.649,11,-5.624,0,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,239146,4,75,,2022.0
1208,Righteous,Juice WRLD,,,5dOxHHMOFAbG3VH23t0xNm,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,4,76,,2020.0
1209,Thinking 'Bout You (feat. MacKenzie Porter),Dustin Lynch,,,4wBjKhJx6JnGoNJfJs24pd,0.403,0.711,8,-4.189,1,0.0569,0.137,0.0,0.109,0.801,203.803,170560,4,74,,2022.0
1210,Feeling Like The End,Joji,,,1abwytAhbWeHrbsA9eODOy,0.794,0.668,2,-7.689,1,0.0646,0.299,0.00104,0.0899,0.632,148.016,102480,4,78,,2022.0
1211,All My Love,Noah Kahan,,,7ByxizhA4GgEf7Sxomxhze,0.637,0.651,2,-7.089,1,0.0521,0.32,0.0,0.0938,0.485,115.926,251511,4,73,,2022.0
1212,New Tank,Playboi Carti,,,4txKMpsSfZRV6durPuHVq0,0.819,0.638,10,-4.831,0,0.226,0.031,0.000116,0.152,0.167,150.993,89741,4,76,,2020.0
1213,Kingston,Faye Webster,,,5WbfFTuIldjL9x7W6y5l7R,0.73,0.355,10,-9.13,0,0.0359,0.154,0.00155,0.117,0.56,142.143,202653,4,74,,2019.0
1214,Sorry for the Delay,$uicideboy$,,,49YpGS0rVcRLtiDvx5JQyp,0.787,0.889,2,-3.125,1,0.128,0.00951,0.000322,0.652,0.677,156.027,172400,4,74,,2022.0
1215,Ch y la Pizza,Fuerza Regida,,,1ySH55O0zbQBR77q8wQEyn,0.661,0.6,8,-4.495,1,0.125,0.401,0.0,0.141,0.848,148.666,136913,3,84,,2022.0
1216,Count Me Out,Kendrick Lamar,,,6BU1RZexmvJcBjgagVVt3M,0.776,0.431,4,-7.544,0,0.091,0.671,0.0,0.153,0.495,133.999,283642,4,78,,2022.0
1217,Calidad,Grupo Firme,,,0uBcoM4zxRXk7kmsmxoiFS,0.731,0.491,0,-3.116,1,0.029,0.609,0.0,0.262,0.781,132.891,170053,3,85,,2022.0
1218,Daydreaming,Harry Styles,,,69w5X6uTrOaWM32IetSzvO,0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,187342,4,79,,2022.0
1219,F.N.F. (Let's Go),Hitkidd,,,1vrFJDrysqmsNAgyjBzx4f,0.864,0.476,1,-10.068,1,0.436,0.0374,0.0,0.374,0.647,157.144,137580,4,73,,2022.0
1220,10 Things I Hate About You,Leah Kate,,,6Jkm5kUldvIqxzI1Pa7nXH,0.544,0.786,8,-2.97,1,0.0501,0.00991,0.0,0.169,0.446,153.967,157138,4,78,,2022.0
1221,"1 step forward, 3 steps back",Olivia Rodrigo,,,4wcBRRpIfesgcyUtis7PEg,0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,163587,4,79,,2021.0
1222,bad vibes forever,XXXTENTACION,,,03eJ2DclFWXYU8GWgANdmZ,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,150475,4,77,,2019.0
1223,Slut Me Out,NLE Choppa,,,5BmB3OaQyYXCqRyN8iR2Yi,0.938,0.606,6,-6.396,0,0.419,0.117,0.0,0.528,0.706,121.108,123673,4,74,,2022.0
1224,I Guess It’s Fuck Me,Drake,,,31bsuKDOzFGzBAoXxtnAJm,0.385,0.34,7,-11.754,1,0.051,0.499,1.2e-05,0.196,0.0398,83.947,263988,4,75,,2022.0
1225,Snow,Zach Bryan,,,6K4336phprB3Mj8qwYxibR,0.557,0.0736,1,-15.741,1,0.0568,0.806,0.0,0.099,0.196,155.294,178573,4,72,,2019.0
1226,Pretty Boy,The Neighbourhood,,,7IL8PSVwLOJxqYne6azxQv,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,234093,4,78,,2020.0
1227,Less Than Zero,The Weeknd,,,2D4dV2KXDTszzJ3p3cFqhA,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,211814,4,80,,2022.0
1228,Forever (feat. Fridayy),Lil Baby,,,1T4k0sw0HldDg004Kw4Oct,0.462,0.251,4,-12.072,0,0.159,0.414,0.0,0.201,0.137,89.705,167977,3,75,,2022.0
1229,Nevada,YoungBoy Never Broke Again,,,2cEnKRR4dYBB2VA1mjlb1z,0.777,0.59,0,-8.741,0,0.286,0.397,0.0,0.169,0.238,147.978,155738,4,73,,2021.0
1230,Cookie,NewJeans,,,2DwUdMJ5uxv20EhAildreg,0.847,0.638,0,-3.764,1,0.0575,0.0596,0.0,0.0894,0.661,156.935,235562,4,84,,2022.0
1231,Someday At Christmas,Stevie Wonder,,,2X5noCM9Klrm4zXfyyPdRN,0.33,0.44,5,-9.858,1,0.0296,0.603,0.0,0.481,0.228,98.567,168413,4,75,,2019.0
1232,Kid On Christmas (feat. Meghan Trainor),Pentatonix,,,5glU2EWqa5hpYqGPboSNjV,0.419,0.817,2,-4.704,1,0.0468,0.0243,0.0,0.251,0.317,78.107,202600,4,76,,2022.0
1233,Alone,Rod Wave,,,5ie5OPdaP9fivYaKcjwKF1,0.596,0.545,3,-6.911,0,0.0368,0.703,0.0,0.0811,0.0923,82.07,191159,4,72,,2022.0
1234,TE MUDASTE,Bad Bunny,,,5RubKOuDoPn5Kj5TLVxSxY,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,130014,4,83,,2020.0
1235,Ya Te Perdí - Deluxe,Ivan Cornejo,,,4Nvm7kFymlxLeF5Qd69nuB,0.55,0.352,8,-9.236,1,0.0272,0.469,7.48e-05,0.119,0.169,123.794,264300,4,73,,2022.0
1236,Teenage Dream,Stephen Dawes,,,3Y2MvObZdPakD1X71KOxCD,0.615,0.361,10,-9.57,1,0.028,0.38,0.0,0.0844,0.244,111.991,177857,4,83,,2022.0
1237,Hotel,Montell Fish,,,0JzG1wJuB4v9UPkSE7LMXi,0.228,0.427,0,-8.739,0,0.0363,0.752,0.0167,0.592,0.192,180.345,197333,4,79,,2022.0
1238,CASE 143,Stray Kids,,,3O8G8eVrhfXTGttyQ1xVuq,0.812,0.89,6,-2.661,0,0.209,0.0961,0.0,0.0222,0.69,100.006,191965,4,82,,2022.0
1239,Bad Habit - Sped Up,Steve Lacy,,,4i7HqWsN7iJzsXpsW5h1nb,0.709,0.679,9,-4.828,1,0.0588,0.808,4.61e-05,0.428,0.852,102.653,191336,4,80,,2022.0
1240,Dos Mil 16,Bad Bunny,,,4d4ZXH4dr5bYfgErHiZCX2,0.817,0.67,1,-6.534,1,0.0506,0.123,1.92e-06,0.128,0.495,130.058,208615,3,84,,2022.0
1241,girlfriend,hemlocke springs,,,0Dl965SLJGi9bB0SrvtPRx,0.763,0.759,11,-3.925,0,0.0906,0.218,4.24e-05,0.0724,0.964,146.006,133151,4,75,,2022.0
1242,TRUCK BED,HARDY,,,73NzYbpaYvQ7JfpjztFESL,0.662,0.77,0,-4.887,1,0.0367,0.0875,0.0,0.35,0.769,132.057,167535,4,72,,2022.0
1243,Praise God,Kanye West,,,0WSEq9Ko4kFPt8yo3ICd6T,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653,4,79,,2021.0
1244,What’s Next,Drake,,,3aQem4jVGdhtg116TmJnHz,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895,178154,4,76,,2021.0
1245,Take Me Home For Christmas,Dan + Shay,,,72HP2M4jjw4t0AIGdEVGEF,0.694,0.769,6,-4.665,1,0.0325,0.163,0.0,0.0976,0.663,93.033,203880,4,75,,2020.0
1246,ALIEN SUPERSTAR,Beyoncé,,,1Hohk6AufHZOrrhMXZppax,0.545,0.641,10,-6.398,0,0.0998,0.00453,6.59e-05,0.171,0.464,121.892,215460,4,80,,2022.0
1247,Bruises,Lewis Capaldi,,,4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,220492,4,81,,2019.0
1248,Popular Monster,Falling In Reverse,,,4GssB27iJeqmfGxS94Tfij,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,220537,4,76,,2019.0
1249,Bandaid On A Bullet Hole,Morgan Wallen,,,1RvoRAL612adAVrPUoAMHR,0.543,0.48,2,-6.745,1,0.0301,0.794,0.0,0.119,0.391,154.78,234333,3,72,,2021.0
1250,It Matters To Her,Scotty McCreery,,,4aSRUXfKuBbmje0eXNukuL,0.516,0.752,7,-5.09,1,0.0333,0.00528,3.78e-05,0.251,0.482,105.007,171880,4,73,,2021.0
1251,Center Core Never More,$uicideboy$,,,67IECOggWzBnCERhbOlTRp,0.655,0.782,8,-6.825,1,0.392,0.0105,0.00367,0.12,0.372,167.003,164723,4,73,,2022.0
1252,Sometimes,Juice WRLD,,,3i6sCTU7ENlnHpHvrHUitW,0.674,0.58,8,-4.866,1,0.0311,0.0609,0.0,0.159,0.0759,121.987,259672,4,75,,2022.0
1253,Sunshine,OneRepublic,,,5r43qanLhUCdBj8HN3fa6B,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,163855,4,83,,2021.0
1254,Where Are You Now,Lost Frequencies,,,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4,89,,2021.0
1255,Sick of U (with Oliver Tree),BoyWithUke,,,5IXdkgrT4lb9sKIb8tbOQ3,0.676,0.814,0,-3.213,1,0.0585,0.277,0.0,0.0953,0.601,92.554,168676,4,79,,2022.0
1256,DESPECHÁ RMX,ROSALÍA,,,4CD623yLJVvKJxUyzaTqtC,0.954,0.582,9,-5.744,0,0.0727,0.235,1.26e-06,0.0572,0.884,130.008,170828,4,81,,2022.0
1257,DÁKITI,Bad Bunny,,,4MzXwWMhyBbmu6hOcLVD49,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4,82,,2020.0
1258,Me and My Guitar,A Boogie Wit da Hoodie,,,6cZH4rX1KTt1aJ3Ql6Ynja,0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,161765,4,74,,2020.0
1259,Do It Right,Don Toliver,,,4ZevD501qZiFK7FY8DFn0V,0.662,0.515,5,-6.867,1,0.199,0.458,0.0,0.163,0.386,69.808,174474,4,76,,2022.0
1260,Poppin,Yeat,,,3wn8nOygkHLUQ9dlXM1rKW,0.705,0.613,7,-7.441,1,0.123,0.262,6.97e-06,0.198,0.259,74.521,167187,4,75,,2022.0
1261,Light Switch,Charlie Puth,,,1jEBSDN5vYViJQr78W7jr2,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,187704,4,83,,2022.0
1262,Broadway Girls (feat. Morgan Wallen),Lil Durk,,,7qTaDOcld0VmBWXnkbUj45,0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967,185600,4,72,,2022.0
1263,Una Noche en Medellín,Cris Mj,,,1O2pcBJGej0pmH2Y9XZMs6,0.87,0.548,10,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,153750,4,87,,2022.0
1264,Somebody’s Problem,Morgan Wallen,,,42lqBjPYlmL1EXpMDXvhSN,0.658,0.538,5,-7.676,1,0.0289,0.657,0.0,0.123,0.62,136.967,161773,4,72,,2021.0
1265,Love Me,Lil Tecca,,,4e0FYxSROat25pH16zMTZI,0.719,0.538,11,-6.897,0,0.28,0.632,0.0,0.135,0.803,204.132,117013,4,78,,2019.0
1266,Got It On Me,Pop Smoke,,,25zlnOAzbVoOzIeXSvQFf1,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580,4,78,,2020.0
1267,Street Runner,Rod Wave,,,5iMRhOHzze2CujxHiJ6cRL,0.599,0.61,5,-8.633,0,0.24,0.213,0.000414,0.151,0.434,159.933,252021,4,72,,2021.0
1268,Time Flies,Drake,,,5H4mXWKcicuLKDn4Jy0sK7,0.864,0.477,10,-5.786,1,0.224,0.201,0.0,0.182,0.5,86.46,192932,4,77,,2020.0
1269,Our Time,Lil Tecca,,,2WxUIiq06XXPYWl9YcRJnD,0.895,0.439,5,-12.142,0,0.319,0.199,0.0,0.0683,0.633,109.988,98413,4,78,,2020.0
1270,Get Away,Young Dolph,,,65nmqAEqW7CJIkXOIkxyg8,0.839,0.642,1,-5.581,1,0.0535,0.0431,6.76e-05,0.148,0.211,140.078,180760,4,73,,2022.0
1271,Easy On Me,Adele,,,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4,84,,2021.0
1272,The 30th,Billie Eilish,,,5SHpuW2qjkQtFRpE6P9Nks,0.387,0.135,7,-14.398,1,0.051,0.929,0.0,0.0948,0.21,82.987,216448,4,79,,2022.0
1273,Give You What You Want,Lil Tjay,,,6PQK1Y3Dl6dym9pj0y9Chy,0.691,0.656,10,-5.673,0,0.0679,0.222,0.00111,0.153,0.393,89.467,159331,4,77,,2022.0
1274,GOSHA,$NOT,,,0j8ppsOOawdPCJnSTcXgOy,0.847,0.448,0,-10.14,1,0.416,0.81,1.35e-05,0.325,0.488,79.975,120000,4,75,,2020.0
1275,You,Dan + Shay,,,2xPV95cfbyusygMTxpa3SW,0.544,0.572,0,-6.205,1,0.0319,0.118,0.0,0.234,0.52,169.885,196253,4,73,,2021.0
1276,Never Til Now (feat. Brett Young),Ashley Cooke,,,4232gJU5ljjFmKaPh0cKds,0.382,0.408,10,-7.552,1,0.0407,0.75,0.0,0.127,0.128,77.063,173534,4,74,,2022.0
1277,right where you left me - bonus track,Taylor Swift,,,3zwMVvkBe2qIKDObWgXw4N,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,245027,4,77,,2021.0
1278,Aces,dkj,,,4pV6Kx1T9L49PBFwH1g8ca,0.602,0.537,10,-11.389,0,0.0332,0.00118,0.947,0.289,0.428,139.94,122250,4,79,,2022.0
1279,Stayin Alive,Bee Gees,,,5ubvP9oKmxLUVq506fgLhk,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,285373,4,81,,2020.0
1280,Moon,Kanye West,,,7CC6UbCs4iGsePSzFxYxNn,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,156091,4,76,,2021.0
1281,LOVE DIVE,IVE,,,0Q5VnK2DYzRyfqQRJuUtvi,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,177187,4,84,,2022.0
1282,Cold Heart - PNAU Remix,Elton John,,,7rglLriMNBPAyuJOMGwi39,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735,4,73,,2021.0
1283,PSA,Kay Flock,,,6T5i0o62ZyfHRRHHihYJ1n,0.872,0.77,1,-6.722,1,0.538,0.0591,0.0,0.0663,0.817,147.061,113600,4,75,,2021.0
1284,Wild Flower (with youjeen),RM,,,1AZjCZSGEjlxUufFQwSszF,0.486,0.766,8,-5.821,1,0.0938,0.0282,0.0,0.123,0.417,154.992,273500,4,86,,2022.0
1285,Desesperados,Rauw Alejandro,,,6mmPpaltUZK7xjNlBPQQ0p,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,224997,4,85,,2021.0
1286,Free Mind,Tems,,,2mzM4Y0Rnx2BDZqRnhQ5Q6,0.562,0.463,6,-7.478,1,0.0787,0.442,0.000145,0.157,0.416,125.15,247579,5,75,,2020.0
1287,Moth To A Flame (with The Weeknd),Swedish House Mafia,,,0VO8gYVDSwM1Qdd2GsMoYK,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,234000,4,84,,2022.0
1288,Letting Someone Go,Zach Bryan,,,6Wxx1jXr6EyGdt8RuYFzvj,0.543,0.117,0,-15.153,1,0.0389,0.811,0.0,0.147,0.395,83.607,239761,4,72,,2019.0
1289,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,,,0ada5XsQGLPUVbmTCkAP49,0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003,160212,4,76,,2020.0
